ID	Version	IsSupported	FieldCheck	FieldOK	Context	Syntax	TemplateName	DataScope	Params	Template	Remarks	Dependencies	EffectiveDate	RetireDate	CreateDate	CreatedBy_ID	LastModified	LastModifiedBy_ID
19	1	1	0		i_tagline_record	SQL	i_tagline_record		LineDistSource:string|LineDistSourceID:long|LineDistType:string|LineDistance:double|HeightType:string|Height:double	INSERT INTO Tagline(LineDistanceSource, LineDistanceSource_ID, \nLineDistanceType, LineDistance_m, HeightType, Height_cm) VALUES \n('[LineDistSource]',[LineDistSourceID],\n'[LineDistType]',[LineDistance],'[HeightType]',[Height]);	used in inserting tagline records		6/1/2016					
20	1	1	0		u_tagline_record	SQL	u_tagline_record		LineDistSource:string|LineDistSourceID:long|LineDistType:string|LineDistance:double|HeightType:string|Height:double|ID:long	UPDATE Tagline \nSET LineDistanceSource = '[LineDistSource]', \nLineDistanceSource_ID = [LineDistSourceID], \nLineDistanceType = '[LineDistType]', \nLineDistance_m = [LineDistance], \nHeightType = '[HeightType]', \nHeight_cm = [Height]\nWHERE ID = [ID];	used in updating tagline records		6/1/2016					
21	1	1	0		i_event_record	SQL	i_event_record		ProtocolID:long|SiteID:long|LocationID:long|StartDate:string	INSERT INTO Event(Protocol_ID, Site_ID, Location_ID, StartDate) VALUES ([ProtocolID],[SiteID],\n[LocationID],#[StartDate]#);								
22	1	1	0		i_record_action	SQL	i_record_action		RefTable:string|RefID:long|ID:long|action:string|ActionDate:string	PARAMETERS RefTable TEXT(25), RefID LONG, ID LONG, Activity TEXT(2), ActionDate DATETIME;\nINSERT INTO RecordAction(ReferenceType, Reference_ID, Contact_ID, Activity, ActionDate) VALUES \n([RefTable],[RefID],\n[ID],[Activity], [ActionDate]);	Add record action record for data entry, etc.		7/26/2016					
23	1	1	0		qsys_Linked_tables_not_in_tsys_Link_Tables	SQL	qsys_Linked_tables_not_in_tsys_Link_Tables			SELECT MSysObjects.Name AS CurrTable, IIf([Type]=4,ParseConnectionStr([Connect]),ParseFileName([Database])) AS CurrDb, IIf([Type]=4,ParseConnectionStr([Connect],'SERVER=')) AS CurrServer, IIf([Type]=6,[Database]) AS CurrPath, IIf([Type]=4,True,False) AS ODBC\nFROM MSysObjects LEFT JOIN tsys_Link_Tables ON MSysObjects.Name = tsys_Link_Tables.LinkTable\nWHERE (((MSysObjects.Name) Not Like "~*") AND ((tsys_Link_Tables.LinkTable) Is Null) AND ((MSysObjects.Type) In (4,6)));	Table linking checks		6/4/2016					
24	1	1	0		qsys_Linked_dbs_not_in_tsys_Link_Dbs	SQL	qsys_Linked_dbs_not_in_tsys_Link_Dbs			INSERT INTO tsys_Link_Dbs ( Link_db, Server, File_path, Is_ODBC, Backups )\nSELECT qsys_Linked_tables_not_in_tsys_Link_Tables.CurrDb, qsys_Linked_tables_not_in_tsys_Link_Tables.CurrServer, qsys_Linked_tables_not_in_tsys_Link_Tables.CurrPath, qsys_Linked_tables_not_in_tsys_Link_Tables.ODBC, Not ([ODBC]) AS Backup\nFROM qsys_Linked_tables_not_in_tsys_Link_Tables LEFT JOIN tsys_Link_Dbs ON qsys_Linked_tables_not_in_tsys_Link_Tables.CurrDb = tsys_Link_Dbs.Link_db\nWHERE (((tsys_Link_Dbs.Link_db) Is Null))\nGROUP BY qsys_Linked_tables_not_in_tsys_Link_Tables.CurrDb, qsys_Linked_tables_not_in_tsys_Link_Tables.CurrServer, qsys_Linked_tables_not_in_tsys_Link_Tables.CurrPath, qsys_Linked_tables_not_in_tsys_Link_Tables.ODBC, Not ([ODBC]);	Table linking checks		6/4/2016					
25	1	1	0		qsys_Linked_dbs_without_table_records	SQL	qsys_Linked_dbs_without_table_records			SELECT tsys_Link_Dbs.*\nFROM tsys_Link_Dbs LEFT JOIN tsys_Link_Tables ON tsys_Link_Dbs.Link_db = tsys_Link_Tables.LinkDb\nWHERE (((tsys_Link_Tables.Link_db) Is Null));	Table linking checks		6/4/2016					
26	1	1	0		qsys_Linked_tables_mismatched_info	SQL	qsys_Linked_tables_mismatched_info		Type:string|Connect:string|Database:string	SELECT MSysObjects.Name AS CurrTable, tsys_Link_Tables.LinkTable, MSysObjects.Type, tsys_Link_Dbs.[IsODBC], IIf([Type]=4,ParseConnectionStr([Connect]),ParseFileName([Database])) AS CurrDb, tsys_Link_Tables.[LinkDb], IIf([Type]=4,ParseConnectionStr([Connect],'SERVER=')) AS CurrServer, tsys_Link_Dbs.Server, MSysObjects.Database AS CurrPath, tsys_Link_Dbs.[FilePath]\nFROM (tsys_Link_Dbs INNER JOIN tsys_Link_Tables ON tsys_Link_Dbs.[LinkDb]=tsys_Link_Tables.[LinkDb]) INNER JOIN MSysObjects ON MSysObjects.Name = tsys_Link_Tables.LinkTable\nWHERE MSysObjects.Type In (4,6)\nAND\n(\n(\nIIf([Type]=4,ParseConnectionStr([Connect]),ParseFileName([Database]))<>tsys_Link_Tables.[LinkDb]\nOR\nIIf([Type]=4,ParseConnectionStr([Connect],'SERVER='))<>[Server] \nOR\nMSysObjects.Database<>[FilePath]\n)\nOR\n(\nMSysObjects.Type=4\nAND\ntsys_Link_Dbs.[IsODBC]=False\n)\nOR\n(\nMSysObjects.Type=6 \nAND\ntsys_Link_Dbs.[IsODBC]=True\n)\nOR\n(\nIIf([Type]=4,ParseConnectionStr([Connect],'SERVER=')) IS NULL\nAND \ntsys_Link_Dbs.Server IS NOT NULL\n)\nOR\n( \nIIf([Type]=4,ParseConnectionStr([Connect],'SERVER=')) IS NOT NULL\nAND\ntsys_Link_Dbs.Server IS NULL\n) \nOR\n(\nMSysObjects.Database IS NULL\nAND \ntsys_Link_Dbs.[FilePath] IS NOT NULL\n)\n\nOR \n(\nMSysObjects.Database IS NOT NULL\nAND\ntsys_Link_Dbs.[FilePath] IS NULL\n)\n\n);	Table linking checks		6/4/2016					
27	1	1	0		qsys_Linked_tables_mismatched_info_dbs	SQL	qsys_Linked_tables_mismatched_info_dbs		Type:string|Connect:string|Database:string|FilePath:string|Server:string	SELECT MSysObjects.Name AS CurrTable, tsys_Link_Tables.LinkTable, MSysObjects.Type, tsys_Link_Dbs.[IsODBC], IIf([Type]=4,ParseConnectionStr([Connect]),ParseFileName([Database])) AS CurrDb, tsys_Link_Tables.[LinkDb], IIf([Type]=4,ParseConnectionStr([Connect],'SERVER=')) AS CurrServer, tsys_Link_Dbs.Server, MSysObjects.Database AS CurrPath, tsys_Link_Dbs.[FilePath]\nFROM (tsys_Link_Dbs INNER JOIN tsys_Link_Tables ON tsys_Link_Dbs.[LinkDb]=tsys_Link_Tables.[LinkDb]) INNER JOIN MSysObjects ON MSysObjects.Name = tsys_Link_Tables.LinkTable\nWHERE MSysObjects.Type In (4,6)\nAND\n(\n(\nIIf([Type]=4,ParseConnectionStr([Connect]),ParseFileName([Database]))<>tsys_Link_Tables.[LinkDb]\nOR\nIIf([Type]=4,ParseConnectionStr([Connect],'SERVER='))<>[Server] \nOR\nMSysObjects.Database<>[FilePath]\n)\nOR\n(\nMSysObjects.Type=4\nAND\ntsys_Link_Dbs.[IsODBC]=False\n)\nOR\n(\nMSysObjects.Type=6 \nAND\ntsys_Link_Dbs.[IsODBC]=True\n)\nOR\n(\nIIf([Type]=4,ParseConnectionStr([Connect],'SERVER=')) IS NULL\nAND \ntsys_Link_Dbs.Server IS NOT NULL\n)\nOR\n( \nIIf([Type]=4,ParseConnectionStr([Connect],'SERVER=')) IS NOT NULL\nAND\ntsys_Link_Dbs.Server IS NULL\n) \nOR\n(\nMSysObjects.Database IS NULL\nAND \ntsys_Link_Dbs.[FilePath] IS NOT NULL\n)\n\nOR \n(\nMSysObjects.Database IS NOT NULL\nAND\ntsys_Link_Dbs.[FilePath] IS NULL\n)\n\n);	Table linking checks		6/4/2016	6/20/2016				
28	1	1	0		qsys_Linked_tables_not_in_MSysObjects	SQL	qsys_Linked_tables_not_in_MSysObjects			SELECT tsys_Link_Tables.LinkTable, tsys_Link_Tables.LinkDb, tsys_Link_Dbs.Server, tsys_Link_Dbs.FilePath\nFROM tsys_Link_Dbs INNER JOIN (MSysObjects RIGHT JOIN tsys_Link_Tables ON MSysObjects.Name = tsys_Link_Tables.LinkTable) ON tsys_Link_Dbs.LinkDb = tsys_Link_Tables.LinkDb\nWHERE (((MSysObjects.Name) Is Null));	Table linking checks		6/4/2016					
30	1	1	0		s_msysobjects_connect	SQL	s_msysobjects_connect		Connect:string|LinkDb:string	SELECT Name, Connect, \nParseConnectionStr([Connect]) AS CurrDb \nFROM MSysObjects \nWHERE ((MSysObjects.Name) Not Like '~*') AND \n((MSysObjects.Type) = 4) AND \n((ParseConnectionStr([Connect]) = '[LinkDb]'));	Used in btnTestODBC_click		6/5/2016					
31	1	1	0		u_tsys_Link_Files_new_db	SQL	u_tsys_Link_Files_new_db		NewPath:string|NewDb:string|DbName:string	UPDATE tsys_Link_Files SET Link_File_Path = '[NewPath]', \nLink_file_name = '[NewDb]'\nWHERE Link_file_name = '[DbName]';	Used in btnUpdateLinks_Click		6/5/2016					
32	1	1	0		i_tsys_Logins_odbc	SQL	i_tsys_Logins_odbc		username:string|action:string	INSERT INTO dbo.tsys_Logins\nSELECT GETDATE() AS TimeStamp, '[username]' AS UserName, \n'[action]' AS ActionTaken;	Used in AppSetup [mod_Initialize_App]		6/5/2016					
33	1	1	0		i_tsys_Logins	SQL	i_tsys_Logins		username:string|action:string	INSERT INTO tsys_Logins ( UserName, ActionTaken ) SELECT\n'[username]' AS User, '[action]' AS Action;	Used in AppSetup [mod_Initialize_App]		6/5/2016					
34	1	1	0		d_tsys_link_tables	SQL	d_tsys_link_tables		linktbl:string	DELETE * \nFROM tsys_Link_Tables \nWHERE ([LinkTable]='[linktbl]');	Used in VerifyLinkTableInfo [mod_Linked_Tables]		6/5/2016					
35	1	1	0		i_tsys_link_tables	SQL	i_tsys_link_tables			INSERT INTO tsys_Link_Tables \n( LinkTable, LinkDb ) \nSELECT qsys_Linked_tables_not_in_tsys_Link_Tables.CurrTable, \nqsys_Linked_tables_not_in_tsys_Link_Tables.CurrDb \nFROM qsys_Linked_tables_not_in_tsys_Link_Tables;	Used in VerifyLinkTableInfo [mod_Linked_Tables]		6/5/2016					
36	1	1	0		s_tsys_link_tables_no_description	SQL	s_tsys_link_tables_no_description			SELECT * FROM tsys_Link_Tables \nWHERE tsys_Link_Tables.DescriptionText Is Null;	Used in VerifyLinkTableInfo [mod_Linked_Tables]		6/5/2016					
37	1	1	0		u_tsys_link_tables_description	SQL	u_tsys_link_tables_description		descr:string|tbl:string	UPDATE tsys_Link_Tables \nSET tsys_Link_Tables.DescriptionText='[descr]'\nWHERE (((tsys_Link_Tables.LinkTable)='[tbl]'));	Used in VerifyLinkTableInfo [mod_Linked_Tables]		6/5/2016					
38	1	1	0		d_tsys_link_tables_by_db	SQL	d_tsys_link_tables_by_db		link_db:string	DELETE * FROM tsys_Link_Dbs \nWHERE ([LinkDb]='[link_db]');	Used in VerifyLinkTableInfo [mod_Linked_Tables]		6/5/2016					
39	1	1	0		s_msysobjects_except_deleted	SQL	s_msysobjects_except_deleted			SELECT MSysObjects.Name, MSysObjects.Database \nFROM MSysObjects \nWHERE ((MSysObjects.Name) Not Like '~*') AND ((MSysObjects.Type) In (4,6)) \nORDER BY MSysObjects.Name;	Used in VerifyLinks [mod_Linked_Tables]		6/5/2016					
40	1	1	0		u_tsys_link_dbs_filepath	SQL	u_tsys_link_dbs_filepath		curDbPath:string|curDb:string	UPDATE tsys_Link_Dbs \nSET FilePath = '[curDbPath]'\nWHERE LinkDb = '[curDb]';	Used in FixLinkedDatabase [mod_Linked_Tables]		6/5/2016					
41	1	1	0		s_tsys_link_tables_by_dbname	SQL	s_tsys_link_tables_by_dbname		dbName:string	SELECT * FROM tsys_Link_Tables \nWHERE [tsys_Link_Tables]![LinkDb] = '[DbName]';	Used in RefreshLinks[mod_Linked_Tables]		6/5/2016					
42	1	1	0		s_access_level	SQL	s_access_level		lvl:string	PARAMETERS lvl TEXT(15);\nSELECT ID FROM Access\nWHERE LCASE(AccessLevel) = [lvl];	Used in AccessID() [mod_User]		6/7/2016					
43	1	1	0		i_contact	SQL	i_contact_old		FirstName:string|LastName:string|email:string|org:string|MI:string|username:string|WorkPhone:string|WorkExt:string|position:string|IsActive:byte	INSERT INTO Contact(FirstName, LastName, Email, Organization,\nMiddleInitial, Username, WorkPhone, WorkExtension, PositionTitle, IsActive) \nVALUES\n('[FirstName]','[LastName]','\n[email]','[org]','\n[MI]','[username]','\n[WorkPhone]','[WorkExt]','[position]',[IsActive]);	Used in SaveToDb [cls_Person]		6/7/2016					
44	1	1	0		i_contact_access	SQL	i_contact_access		contactID:long|accessID:long	PARAMETERS ContactID INT, AccessID INT;\nINSERT INTO Contact_Access (Contact_ID, Access_ID)\nVALUES\n([ContactID],[AccessID]);	Used in SaveToDb[cls_Person]		6/7/2016					
45	1	1	0		i_usys_temp_table	SQL	i_usys_temp_table		i:integer	INSERT INTO usys_temp_table(Num) VALUES ([i]);	Used in CreateTempTable[mod_Db]		6/8/2016					
47	1	1	0		s_usys_temp_table	SQL	s_usys_temp_table			SELECT * FROM usys_temp_table;	Used in reports w/o underlying dataset that require detail section duplication		6/8/2016					
48	1	1	0		d_usys_temp_table	SQL	d_usys_temp_table			DELETE FROM usys_temp_table;	Clears usys_temp_table  used in CreateTempTable[mod_Db]		6/8/2016					
49	1	1	0		s_cover_species_by_year	SQL	s_cover_species_by_year		SampleYear:integer|ParkCode:string|RiverSegment:string|SpeciesType:string	SELECT DISTINCT ParkCode, Segment, Year(StartDate) AS LastYr,\nMaster_Species, mp.LU_Code, sp.PercentCover \nFROM (((((Park p\nLEFT OUTER JOIN River r ON r.Park_ID = p.ID)\nLEFT OUTER JOIN Site s ON s.Park_ID = p.ID)\nLEFT OUTER JOIN Event e ON e.Site_ID = s.ID)\nLEFT OUTER JOIN VegPlot v ON v.Event_ID = e.ID)\nLEFT OUTER JOIN [SpeciesType] sp ON sp.VegPlot_ID = v.ID)\nLEFT OUTER JOIN tlu_NCPN_Plants mp ON mp.Master_PLANT_Code = sp.Master_PLANT_Code\nWHERE\nYear(StartDate) = [SampleYear]\nAND\nParkCode = '[ParkCode]'\nAND\nSegment = '[RiverSegment]'\nAND s.IsActiveForProtocol = 1\nAND p.IsActiveForProtocol = 1\nORDER BY PercentCover DESC,Master_Species ASC;	Used as initial dataset for WCC, URC, ARS species lists.		6/10/2016					
50	1	1	0		s_plant_species_by_lucode	SQL	s_plant_species_by_lucode		lucode:string	SELECT DISTINCT TOP 1 Master_Family, Master_PLANT_Code, Master_Species, UT_Family, CO_Family, WY_Family, Utah_PLant_Code,\nUtah_Species, CO_PLANT_Code, Co_Species,\nWy_PLANT_Code, Wy_Species, Master_Common_Name,\nLU_Code, Lifeform, Duration, Nativity\nFROM tlu_NCPN_plants WHERE LU_Code = '[lucode]';	Used in Species.Init(lucode) [cls_Species]		6/11/2016					
51	1	1	0		i_cover_species	SQL	i_cover_species		tbl:string|vegplotID:integer|masterplantcode:string|pctcover:integer	PARAMETERS VegPlotID LONG, MasterPlantCode TEXT(20),\nPctCover INTEGER;\nINSERT INTO tbl (VegPlot_ID, Master_PLANT_Code, PercentCover) VALUES \n([VegPlotID],[MasterPlantCode],[PctCover]);	Used in Init() for species classes: RootedSpecies, WoodyCanopySpecies		6/11/2016				9/26/2016	
52	1	1	0		i_understory_species	SQL	i_understory_species_old		vegplotID:integer|masterplantcode:string|pctcover:integer|isseedling:byte	INSERT INTO UnderstorySpecies(VegPlot_ID, Master_PLANT_Code, PercentCover, IsSeedling) VALUES \n([VegPlotID],'[MasterPlantCode]',\n[PercentCover],[IsSeedling]);	Used in Init() for UnderstorySpecies class		6/11/2016					
53	1	1	0		s_top_cover_species_by_year	SQL	s_top_cover_species_by_year		SampleYear:integer|ParkCode:string|RiverSegment:string|SpeciesType:string	SELECT DISTINCT TOP 15  ParkCode, Segment,\nMaster_Species, mp.LU_Code\nFROM\n(SELECT DISTINCT ParkCode, Segment, Year(StartDate) AS LastYr,\nMaster_Species, mp.LU_Code, sp.PercentCover \nFROM (((((Park p\nLEFT OUTER JOIN River r ON r.Park_ID = p.ID)\nLEFT OUTER JOIN Site s ON s.Park_ID = p.ID)\nLEFT OUTER JOIN Event e ON e.Site_ID = s.ID)\nLEFT OUTER JOIN VegPlot v ON v.Event_ID = e.ID)\nLEFT OUTER JOIN [SpeciesType] sp ON sp.VegPlot_ID = v.ID)\nLEFT OUTER JOIN tlu_NCPN_Plants mp ON mp.Master_PLANT_Code = sp.Master_PLANT_Code\nWHERE\nYear(StartDate) = [SampleYear]\nAND\nParkCode = '[ParkCode]'\nAND\nSegment = '[RiverSegment]'\nAND s.IsActiveForProtocol = 1\nAND p.IsActiveForProtocol = 1\nORDER BY PercentCover DESC,Master_Species ASC)\nWHERE Master_Species <> '' AND mp.LU_Code <> ''\nORDER BY Master_Species ASC;	Used as dataset for WCC, URC, ARS species lists.		6/11/2016					
54	1	1	0		u_contact_isactive_flag	SQL	u_contact_isactive_flag		IsActiveFlag:byte|ID:long	PARAMETERS flag BYTE, cid LONG;\nUPDATE Contact\nSET IsActive = [flag]\nWHERE ID = [cid];	Used to update user active flag		6/20/2016				10/24/2016	
55	1	1	0		s_contact_username_accesslevel	SQL	s_contact_username_accesslevel			SELECT Username, AccessLevel\nFROM ((contact c\nINNER JOIN Contact_Access ca ON ca.Contact_ID = c.ID)\nINNER JOIN Access a ON a.ID = ca.Access_ID);	Used to view username & access level for contacts		6/21/2016					
56	1	1	0		s_contact_username_accesslevel_by_ID	SQL	s_contact_username_accesslevel_by_ID		id:long	SELECT Username, AccessLevel\nFROM ((contact c\nINNER JOIN Contact_Access ca ON ca.Contact_ID = c.ID)\nINNER JOIN Access a ON a.ID = ca.Access_ID)\nWHERE c.ID = [id];	Used to retrieve specific contact's username & access level		6/21/2016					
59	1	1	0		i_contact_new	SQL	i_contact		FirstName:string|LastName:string|email:string|org:string|MI:string|username:string|WorkPhone:string|WorkExt:string|position:string|IsActive:byte	PARAMETERS First TEXT(50), Last TEXT(25), EmailAddress TEXT(50), \nOrg TEXT(50), Login TEXT(75), MI TEXT(4),\nPosition TEXT(50), Phone LONG, Ext INT,\nIsActiveFlag BYTE, IsNPSFlag BYTE; \nINSERT INTO Contact(FirstName, LastName, Email, Organization,\nMiddleInitial, Username, WorkPhone, WorkExtension, PositionTitle, IsActive, IsNPS) \nVALUES\n([First],[Last],\n[EmailAddress],[Org],[MI],[Login],\n[Phone],[Ext],[Position],[IsActiveFlag],[IsNPSFlag]);	Used in SaveToDb [cls_Person]		6/7/2016				11/26/2017	1
60	1	1	0		s_contact_access	SQL	s_contact_access			SELECT *\nFROM ((Contact c\nLEFT JOIN Contact_Access ca ON ca.Contact_ID = c.ID)\nLEFT JOIN Access a ON a.ID = ca.Access_ID) \n;	Used as datasource for Contact form		6/23/2016				10/17/2016	
61	1	1	0		s_access	SQL	s_access			SELECT * FROM Access;	Used as datasource for Contact form user access dropdown		6/23/2016					
62	1	1	0		u_contact	SQL	u_contact			PARAMETERS First TEXT(50), Last TEXT(25), \nEmailAddress TEXT(50), \nOrg TEXT(50), MI TEXT(4), Login TEXT(75), \nPhone LONG, Ext INT,Position TEXT(50), \nIsActiveFlag BYTE, IsNPSFlag BYTE, ContactID LONG; \nUPDATE Contact\nSET\nFirstName = [First], \nLastName = [Last], \nEmail = [EmailAddress], \nOrganization = [Org],\nMiddleInitial = [MI], \nUsername = [Login], \nWorkPhone = [Phone], \nWorkExtension = [Ext], \nPositionTitle = [Position], \nIsActive = [IsActiveFlag], \nIsNPS = [IsNPSFlag]\nWHERE ID = [ContactID];	Used to update contact info from Contact form		6/23/2016				11/26/2017	1
63	1	1	0		u_contact_access	SQL	u_contact_access			PARAMETERS ContactID LONG, AccessID LONG; \nUPDATE Contact_Access\nSET\nAccess_ID = [AccessID]\nWHERE Contact_ID = [ContactID];	Used to update contact's access level from Contact form		6/23/2016				8/29/2016	
64	1	1	0		s_count_tbl	SQL	s_count_tbl		field:string|tbl:string	SELECT COUNT([field]) FROM [tbl];	Used for any counts lookup		6/26/2016					
65	1	1	0		s_location_by_park	SQL	s_location_by_park		parkcode:string	SELECT * FROM location			6/27/2016					
66	1	1	0		i_feature	SQL	i_feature			PARAMETERS LocID LONG, feat TEXT(2),\nDescr TEXT(255), Dirs TEXT(255);\nINSERT INTO Feature\n(Location_ID, Feature, FeatureDescription, FeatureDirections)\nVALUES\n([LocID],[feat],[Descr],[Dirs]);	Used to insert feature records from Feature form		6/27/2016				10/17/2017	
67	1	1	0		u_feature	SQL	u_feature			PARAMETERS FID LONG, LocID LONG, feat TEXT(2),\nDescr TEXT(255), Dirs TEXT(255);\nUPDATE Feature\nSET Location_ID = [LocID], \nFeature = [feat], \nFeatureDescription = [Descr], \nFeatureDirections = [Dirs]\nWHERE \nID = [FID];	Used to update feature records from Feature form		6/27/2016				10/17/2017	
68	1	1	0		i_site_feature	SQL	i_site_feature			PARAMETERS FID LONG, SID LONG;\nINSERT INTO \nSite_Feature (Site_ID, Feature_ID)\nVALUES\n([SID],[FID]);	Used to add site_feature records from Feature form		6/27/2016					
69	1	1	0		i_event	SQL	i_event			PARAMETERS SID LONG, LID LONG, PID LONG, Start DATE;\nINSERT INTO Event (Site_ID, Location_ID, Protocol_ID, StartDate)\nVALUES\n([SID],[LID],[PID],[Start]);	Used to add event records from Event form		6/27/2016					
70	1	1	0		u_event	SQL	u_event			PARAMETERS SID LONG, LID LONG, PID LONG, Start DATE, EID LONG;\nUPDATE Event \nSET Site_ID = [SID], \nLocation_ID = [LID], \nProtocol_ID = [PID], \nStartDate = [Start] \nWHERE ID = [EID]\n;	Used to update event records from Event form		6/27/2016				8/22/2016	
71	1	1	0		s_events_by_park_river	SQL	s_events_by_park_river		pkcode:string|waterway:string	PARAMETERS pkcode Text ( 4 ), waterway Text ( 25 );\nSELECT e.ID, s.SiteCode, s.SiteName, r.Segment, CStr(e.StartDate) + " - " + s.SiteName AS ddEvent\nFROM ((Event AS e INNER JOIN Site AS s ON s.ID = e.Site_ID) INNER JOIN Park AS p ON s.Park_ID = p.ID) INNER JOIN River AS r ON r.ID = s.River_ID\nWHERE p.ParkCode = [pkcode]\nAND r.River = [waterway]\nORDER BY s.SiteName, e.StartDate DESC;	Used to retrieve event records for Event List form.		6/27/2016					
72	1	1	0		s_site_by_park_river	SQL	s_site_by_park_river		pkcode:string|waterway:string	PARAMETERS pkcode TEXT(4), waterway TEXT(25);\nSELECT DISTINCT s.ID, s.SiteCode, s.SiteName, s.SiteName + ' (' + s.SiteCode + ')' AS Site\nFROM ((Site s\nINNER JOIN Park p ON s.Park_ID = p.ID)\nINNER JOIN River r ON r.ID = s.River_ID)\nWHERE p.ParkCode = [pkcode]\nAND r.River = [waterway]\n;	Used to populate site dropdown for Event form		6/27/2016					
73	1	1	0		s_location_by_park_river	SQL	s_location_by_park_river		ParkCode:string|waterway:string	PARAMETERS pkcode TEXT(4), waterway TEXT(25);\nSELECT DISTINCT l.ID, l.LocationName, l.CollectionSourceName, l.LocationType\nFROM ((((Location l\nINNER JOIN Event e ON e.Location_ID = l.ID)\nINNER JOIN Site s ON s.ID = e.Site_ID)\nINNER JOIN Park p ON s.Park_ID = p.ID)\nINNER JOIN River r ON r.ID = s.River_ID)\nWHERE p.ParkCode = [pkcode]\nAND r.River = [waterway]\n;	Used to populate location dropdown for Event form		6/27/2016					
